Spearmans rank correlation coefficient,P Value for spearman,Significance for spearman,Pearsons correlation coefficient,P Value for pearson,Significance for pearson,Welchs T stats,P Value for Welch,Significance for welch,Outliers,High Shapiro Statistics,High P Value for shapiro,High Significance,Mid Shapiro Statistics,Mid P Value for shapiro,Mid Significance,Low Shapiro Statistics,Low P Value for shapiro,Low Significance
0.021357541980140088,0.5381847005862592,Not Significant,0.04322880974098873,0.21262940919681605,Not Significant,1.8875287168542574,0.06272604447306543,Not significant,"[468, 2235, 663, 370, 472, 1208, 553, 4874, 456, 466, 402, 202, 277, 278, 251, 244, 234, 561, 197, 295, 653, 300, 1941, 199, 1339, 273, 977, 201, 632, 420, 393, 3063, 196, 268, 1003, 238, 214, 388, 674, 603, 247, 225, 335, 199, 4947, 276, 299, 301, 1594, 213, 208, 204, 213, 374, 806, 230, 330, 196, 2108, 193, 225, 272, 407, 197, 282, 274, 498]",0.32507783144718516,5.446327997367715e-15,Significant,0.24022685783748476,2.0398381853366638e-47,Significant,0.9051727194663448,0.02381846824263443,Significant
